type,hamming_distance,image_a,image_b,stem_a,stem_b,split_a,split_b
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000140_jpg.rf.36140a8c2a1f29813d6de207842e120f.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000228_jpg.rf.c6af8305a6cf950077d34982435e0d5d.jpg,000140_jpg.rf.36140a8c2a1f29813d6de207842e120f,000228_jpg.rf.c6af8305a6cf950077d34982435e0d5d,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000149_jpg.rf.2a59909ab92a3a82fb99e547c7c87221.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001034_jpg.rf.a8c8fe4734226c245b57fba6a1075ffe.jpg,000149_jpg.rf.2a59909ab92a3a82fb99e547c7c87221,001034_jpg.rf.a8c8fe4734226c245b57fba6a1075ffe,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000155_jpg.rf.b2293bd9e2343dc0cae825f8b0858712.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000397_jpg.rf.4e8eaa10e22d01ded456976c40ca5df2.jpg,000155_jpg.rf.b2293bd9e2343dc0cae825f8b0858712,000397_jpg.rf.4e8eaa10e22d01ded456976c40ca5df2,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000184_jpg.rf.26876dc282f41c93b5aed416ae8a14c8.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000348_jpg.rf.4ddac8c9c9ac8569af3a7ff96bccbefe.jpg,000184_jpg.rf.26876dc282f41c93b5aed416ae8a14c8,000348_jpg.rf.4ddac8c9c9ac8569af3a7ff96bccbefe,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000184_jpg.rf.26876dc282f41c93b5aed416ae8a14c8.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000401_jpg.rf.cd71f07aadb976d840b570910ef65ffd.jpg,000184_jpg.rf.26876dc282f41c93b5aed416ae8a14c8,000401_jpg.rf.cd71f07aadb976d840b570910ef65ffd,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000208_jpg.rf.a94f6194774f78fd00bd8d2d957cb955.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000590_jpg.rf.b9e2f33b39d25c59fc9684d07f14bfc0.jpg,000208_jpg.rf.a94f6194774f78fd00bd8d2d957cb955,000590_jpg.rf.b9e2f33b39d25c59fc9684d07f14bfc0,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000224_jpg.rf.611570194ffba2e430d10907db3ee08c.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000914_jpg.rf.aa6a449cc136a0138e703732f5a79f77.jpg,000224_jpg.rf.611570194ffba2e430d10907db3ee08c,000914_jpg.rf.aa6a449cc136a0138e703732f5a79f77,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000227_jpg.rf.85f5a02522168233b4a05ce65f732316.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000678_jpg.rf.bf31c001697bb17be28bf0bb02aadd9b.jpg,000227_jpg.rf.85f5a02522168233b4a05ce65f732316,000678_jpg.rf.bf31c001697bb17be28bf0bb02aadd9b,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000228_jpg.rf.c6af8305a6cf950077d34982435e0d5d.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000353_jpg.rf.235fc0fb0259fff62eafd39af563a628.jpg,000228_jpg.rf.c6af8305a6cf950077d34982435e0d5d,000353_jpg.rf.235fc0fb0259fff62eafd39af563a628,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000234_jpg.rf.74fee7b4724630adeae99a66cf621c28.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000375_jpg.rf.9a9fadbfa5af26035e5b130b200dea63.jpg,000234_jpg.rf.74fee7b4724630adeae99a66cf621c28,000375_jpg.rf.9a9fadbfa5af26035e5b130b200dea63,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000234_jpg.rf.74fee7b4724630adeae99a66cf621c28.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000730_jpg.rf.91f7c94a399782319c151a028289846e.jpg,000234_jpg.rf.74fee7b4724630adeae99a66cf621c28,000730_jpg.rf.91f7c94a399782319c151a028289846e,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000236_jpg.rf.085ba3cb3c3c9b8574f3787c751e1839.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000523_jpg.rf.71011e1e76c7644189cf806a56f04225.jpg,000236_jpg.rf.085ba3cb3c3c9b8574f3787c751e1839,000523_jpg.rf.71011e1e76c7644189cf806a56f04225,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000240_jpg.rf.5ab98591c87f948715bf459ea3c1c410.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000321_jpg.rf.6445a0d531191f5bbaf116d0675e6bed.jpg,000240_jpg.rf.5ab98591c87f948715bf459ea3c1c410,000321_jpg.rf.6445a0d531191f5bbaf116d0675e6bed,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000290_jpg.rf.f1856e51254037d9a1a51cbc3e164a65.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000435_jpg.rf.1c46542d3c1eb3a2627460f1f007aea4.jpg,000290_jpg.rf.f1856e51254037d9a1a51cbc3e164a65,000435_jpg.rf.1c46542d3c1eb3a2627460f1f007aea4,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000300_jpg.rf.c0c5c240daa5f3875ec947e3d8585ebd.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000733_jpg.rf.eb75505269bc3bb834649ed31a334e66.jpg,000300_jpg.rf.c0c5c240daa5f3875ec947e3d8585ebd,000733_jpg.rf.eb75505269bc3bb834649ed31a334e66,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000300_jpg.rf.c0c5c240daa5f3875ec947e3d8585ebd.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000858_jpg.rf.72fe19f52015a95204f125a3cebd5860.jpg,000300_jpg.rf.c0c5c240daa5f3875ec947e3d8585ebd,000858_jpg.rf.72fe19f52015a95204f125a3cebd5860,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000330_jpg.rf.52edf9f37615b06c9a06aadb303abf83.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000753_jpg.rf.12a52d2a008ee647dcaf0470ab36d1cd.jpg,000330_jpg.rf.52edf9f37615b06c9a06aadb303abf83,000753_jpg.rf.12a52d2a008ee647dcaf0470ab36d1cd,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000337_jpg.rf.9f29bd8de28cb5fe865e63ddbf40212c.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000871_jpg.rf.59ab0fe8e4fab09af2db5bf6343c7530.jpg,000337_jpg.rf.9f29bd8de28cb5fe865e63ddbf40212c,000871_jpg.rf.59ab0fe8e4fab09af2db5bf6343c7530,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000337_jpg.rf.9f29bd8de28cb5fe865e63ddbf40212c.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001164_jpg.rf.cec487a09a6792759ac1e5b8e4f3d2b4.jpg,000337_jpg.rf.9f29bd8de28cb5fe865e63ddbf40212c,001164_jpg.rf.cec487a09a6792759ac1e5b8e4f3d2b4,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000389_jpg.rf.cd0f5da239073dd552bebf508255aba0.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000625_jpg.rf.e0f31dadbc71575cb749cb56119d3c6a.jpg,000389_jpg.rf.cd0f5da239073dd552bebf508255aba0,000625_jpg.rf.e0f31dadbc71575cb749cb56119d3c6a,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000389_jpg.rf.cd0f5da239073dd552bebf508255aba0.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000929_jpg.rf.5471dddc33db671a68dfedacbc0e424b.jpg,000389_jpg.rf.cd0f5da239073dd552bebf508255aba0,000929_jpg.rf.5471dddc33db671a68dfedacbc0e424b,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000697_jpg.rf.376083236a4263773778ece0b4741250.jpg,000419_jpg.rf.37a638c099a93a271d1d3a95cb158cee,000697_jpg.rf.376083236a4263773778ece0b4741250,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000433_jpg.rf.43d5fa3a18303f2616168c56286252a1.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000464_jpg.rf.e536ff0b7aef17cd4f3046e048f34bce.jpg,000433_jpg.rf.43d5fa3a18303f2616168c56286252a1,000464_jpg.rf.e536ff0b7aef17cd4f3046e048f34bce,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000554_jpg.rf.f6f3c8e0cca8727e87ab7c6d005fb1e9.jpg,000444_jpg.rf.5fd13c0ee64215b4006098d177b6a449,000554_jpg.rf.f6f3c8e0cca8727e87ab7c6d005fb1e9,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000450_jpg.rf.1f7d1ee347c6b1fe56b20b71b014d76a.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000506_jpg.rf.f791f4986e1506a56f14f31460abddb2.jpg,000450_jpg.rf.1f7d1ee347c6b1fe56b20b71b014d76a,000506_jpg.rf.f791f4986e1506a56f14f31460abddb2,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001082_jpg.rf.6512382161a5bff24d0262b37e3172f6.jpg,000515_jpg.rf.7007ad17132c4131cfccfd36529dc4d5,001082_jpg.rf.6512382161a5bff24d0262b37e3172f6,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000529_jpg.rf.4efb4939819b7585d005971e40f909e1.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000784_jpg.rf.a0cec766ff0ab7b58bf77f84e9615f0a.jpg,000529_jpg.rf.4efb4939819b7585d005971e40f909e1,000784_jpg.rf.a0cec766ff0ab7b58bf77f84e9615f0a,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000555_jpg.rf.cdad170345e0eb9f4d4aa4f2ee867b05.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000839_jpg.rf.3aaebbcac6ac2980a5f9528fd6fc99e4.jpg,000555_jpg.rf.cdad170345e0eb9f4d4aa4f2ee867b05,000839_jpg.rf.3aaebbcac6ac2980a5f9528fd6fc99e4,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000555_jpg.rf.cdad170345e0eb9f4d4aa4f2ee867b05.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001059_jpg.rf.978856b83c7de90deae1d584c1a38c8d.jpg,000555_jpg.rf.cdad170345e0eb9f4d4aa4f2ee867b05,001059_jpg.rf.978856b83c7de90deae1d584c1a38c8d,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000563_jpg.rf.71a9d469b57f320aac94472dab43a24b.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001056_jpg.rf.6bd2dfca5b9536235e5395b8077eea61.jpg,000563_jpg.rf.71a9d469b57f320aac94472dab43a24b,001056_jpg.rf.6bd2dfca5b9536235e5395b8077eea61,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000633_jpg.rf.9401b11a2c7b7b32b1e4488c710f2787.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001152_jpg.rf.7f3e2d9746210fbb9b650bb97fd1be60.jpg,000633_jpg.rf.9401b11a2c7b7b32b1e4488c710f2787,001152_jpg.rf.7f3e2d9746210fbb9b650bb97fd1be60,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000645_jpg.rf.2d3dd3261ef1846d8252f2be20c3c0ac.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000946_jpg.rf.83bad18bf91432d469e51aa9f34ac963.jpg,000645_jpg.rf.2d3dd3261ef1846d8252f2be20c3c0ac,000946_jpg.rf.83bad18bf91432d469e51aa9f34ac963,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000645_jpg.rf.2d3dd3261ef1846d8252f2be20c3c0ac.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001073_jpg.rf.236df6fa2601789ac2033eaa776269f7.jpg,000645_jpg.rf.2d3dd3261ef1846d8252f2be20c3c0ac,001073_jpg.rf.236df6fa2601789ac2033eaa776269f7,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000655_jpg.rf.1c68065d2e52a51490bd67c74bd02ff5.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000663_jpg.rf.3ca1b8793a788fd7c7afea995fe7c631.jpg,000655_jpg.rf.1c68065d2e52a51490bd67c74bd02ff5,000663_jpg.rf.3ca1b8793a788fd7c7afea995fe7c631,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000661_jpg.rf.0547c908ada91a0ae2ea8b90c6f61a36.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000877_jpg.rf.9a7c9f61f695f5f2b6ca5e5992eb67fa.jpg,000661_jpg.rf.0547c908ada91a0ae2ea8b90c6f61a36,000877_jpg.rf.9a7c9f61f695f5f2b6ca5e5992eb67fa,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000661_jpg.rf.0547c908ada91a0ae2ea8b90c6f61a36.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000934_jpg.rf.4bdf89331e09adbb40bb6d9722353c15.jpg,000661_jpg.rf.0547c908ada91a0ae2ea8b90c6f61a36,000934_jpg.rf.4bdf89331e09adbb40bb6d9722353c15,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000707_jpg.rf.476d4a82f6b8ed7b371af64f42fe9f27.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001033_jpg.rf.e2193105c6324b205acc7048855d846d.jpg,000707_jpg.rf.476d4a82f6b8ed7b371af64f42fe9f27,001033_jpg.rf.e2193105c6324b205acc7048855d846d,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000731_jpg.rf.5e4fcff2fbe9216b9e62d7356a456969.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000959_jpg.rf.97d92e6fc26efd10aeeb8c590cc8a0a9.jpg,000731_jpg.rf.5e4fcff2fbe9216b9e62d7356a456969,000959_jpg.rf.97d92e6fc26efd10aeeb8c590cc8a0a9,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000733_jpg.rf.eb75505269bc3bb834649ed31a334e66.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000986_jpg.rf.071a7557387f97c3f8332b4184241736.jpg,000733_jpg.rf.eb75505269bc3bb834649ed31a334e66,000986_jpg.rf.071a7557387f97c3f8332b4184241736,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000759_jpg.rf.c5d754c9424ddcc69e2ca54e01caf106.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000869_jpg.rf.0c0d3031e7d210497eeef4f97e92da5d.jpg,000759_jpg.rf.c5d754c9424ddcc69e2ca54e01caf106,000869_jpg.rf.0c0d3031e7d210497eeef4f97e92da5d,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000771_jpg.rf.caf9d6f96d1762ee304976d244cf144b.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001152_jpg.rf.7f3e2d9746210fbb9b650bb97fd1be60.jpg,000771_jpg.rf.caf9d6f96d1762ee304976d244cf144b,001152_jpg.rf.7f3e2d9746210fbb9b650bb97fd1be60,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000828_jpg.rf.05a266e7dc77f4d4a083f1b8700a83ac.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001120_jpg.rf.bfcc8924b48d11ef574879f5f27abdf9.jpg,000828_jpg.rf.05a266e7dc77f4d4a083f1b8700a83ac,001120_jpg.rf.bfcc8924b48d11ef574879f5f27abdf9,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000851_jpg.rf.29596641fc65266ddc559fc9127a6acc.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/001023_jpg.rf.765af0fa0d15e73dd43ec0e30aa8ca35.jpg,000851_jpg.rf.29596641fc65266ddc559fc9127a6acc,001023_jpg.rf.765af0fa0d15e73dd43ec0e30aa8ca35,train,train
near_duplicate_dhash,1,water_datasets/Flow-Img.v2i.yolov8/train/images/000858_jpg.rf.72fe19f52015a95204f125a3cebd5860.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000963_jpg.rf.69d6feceab461ad99c85effb408d1df9.jpg,000858_jpg.rf.72fe19f52015a95204f125a3cebd5860,000963_jpg.rf.69d6feceab461ad99c85effb408d1df9,train,train
near_duplicate_dhash,2,water_datasets/Flow-Img.v2i.yolov8/train/images/000858_jpg.rf.72fe19f52015a95204f125a3cebd5860.jpg,water_datasets/Flow-Img.v2i.yolov8/train/images/000986_jpg.rf.071a7557387f97c3f8332b4184241736.jpg,000858_jpg.rf.72fe19f52015a95204f125a3cebd5860,000986_jpg.rf.071a7557387f97c3f8332b4184241736,train,train
