type,hamming_distance,image_a,image_b,package_a,package_b,source_group_a,source_group_b,same_group,cross_package
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0369.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0390.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0369.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0396.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0369.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0404.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0369.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0416.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0369.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0442.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0370.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0377.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0371.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0375.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0372.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0491.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0384.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0389.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0385.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0507.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0385.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0533.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0390.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0396.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0390.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0404.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0390.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0416.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0390.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0442.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0396.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0404.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0396.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0416.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0396.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0442.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0398.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0734.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0400.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0410.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0404.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0416.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0404.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0442.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0416.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0442.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0423.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0430.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0424.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0463.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0424.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0471.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0434.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0449.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0448.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0460.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0448.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0478.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0448.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0522.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0448.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0527.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0460.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0478.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0460.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0522.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0460.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0527.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0463.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0471.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0475.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0481.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0478.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0522.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0478.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0527.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0496.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0644.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0507.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0533.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0522.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0527.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0541.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0581.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0562.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0576.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0562.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0580.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0562.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0587.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0562.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0589.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0563.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0568.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0576.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0580.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0576.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0587.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0576.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0589.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0579.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0582.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0580.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0587.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0580.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0589.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0587.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0589.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0606.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0611.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0673.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0677.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0674.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0682.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0711.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0776.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0711.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0782.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0712.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0717.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0743.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0753.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0750.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0755.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0774.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0787.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0776.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0782.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0791.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0794.jpg,package1,package1,image,image,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0890.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0917.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0935.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0950.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1014.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1038.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1027.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1051.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1091.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1209.jpg,package1,package1,fishing-2,rubbish,False,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1138.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1185.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1146.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1395.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1180.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1197.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1251.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/1269.jpg,package1,package1,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1821.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1862.jpg,package2,package2,rubbish,fishing-3,False,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1857.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1871.jpg,package2,package2,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1909.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1930.jpg,package2,package2,rubbish,fishing-3,False,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1970.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/1991.jpg,package2,package2,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2252.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2269.jpg,package2,package2,fishing-4,rubbish,False,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2381.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2400.jpg,package2,package2,rubbish,rubbish,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2549.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2675.jpg,package2,package2,fishing-1,fishing-1,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2609.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2900.jpg,package2,package2,fishing-1,fishing-1,True,False
near_duplicate_dhash,0,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2700.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package2/JPEGImages/2719.jpg,package2,package2,fishing-1,fishing-1,True,False
near_duplicate_dhash,1,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0001.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0116.jpg,package1,package1,2022-06-18,2022-08-18,False,False
near_duplicate_dhash,2,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0113.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0114.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,1,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0113.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0115.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,1,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0114.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0115.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,1,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0119.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0120.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,1,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0119.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0121.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,1,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0119.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0122.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,2,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0120.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0121.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,2,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0120.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0122.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,2,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0121.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0122.jpg,package1,package1,2022-08-18,2022-08-18,True,False
near_duplicate_dhash,2,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0124.jpg,datasets/water/IWHR_AI_Lable_Floater_V1/raw/package1/JPEGImages/0127.jpg,package1,package1,2022-08-18,2022-08-18,True,False
