type,hamming_distance,image_a,image_b,stem_a,stem_b,session_a,session_b,same_session
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic279.jpg,exp16_pic172,exp16_pic279,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic280.jpg,exp16_pic172,exp16_pic280,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic281.jpg,exp16_pic172,exp16_pic281,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic282.jpg,exp16_pic172,exp16_pic282,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic284.jpg,exp16_pic172,exp16_pic284,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic293.jpg,exp16_pic172,exp16_pic293,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic303.jpg,exp16_pic172,exp16_pic303,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic304.jpg,exp16_pic172,exp16_pic304,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic305.jpg,exp16_pic172,exp16_pic305,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic306.jpg,exp16_pic172,exp16_pic306,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic308.jpg,exp16_pic172,exp16_pic308,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic91.jpg,exp16_pic172,exp16_pic91,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic172.jpg,water_datasets/TUD-GV/images/exp16_pic93.jpg,exp16_pic172,exp16_pic93,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic187.jpg,water_datasets/TUD-GV/images/exp16_pic299.jpg,exp16_pic187,exp16_pic299,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic193.jpg,exp16_pic191,exp16_pic193,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic198.jpg,exp16_pic191,exp16_pic198,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic214.jpg,exp16_pic191,exp16_pic214,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic216.jpg,exp16_pic191,exp16_pic216,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic240.jpg,exp16_pic191,exp16_pic240,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic265.jpg,exp16_pic191,exp16_pic265,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic267.jpg,exp16_pic191,exp16_pic267,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic269.jpg,exp16_pic191,exp16_pic269,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic273.jpg,exp16_pic191,exp16_pic273,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic278.jpg,exp16_pic191,exp16_pic278,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic279.jpg,exp16_pic191,exp16_pic279,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic280.jpg,exp16_pic191,exp16_pic280,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic281.jpg,exp16_pic191,exp16_pic281,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic282.jpg,exp16_pic191,exp16_pic282,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic284.jpg,exp16_pic191,exp16_pic284,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic293.jpg,exp16_pic191,exp16_pic293,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic303.jpg,exp16_pic191,exp16_pic303,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic304.jpg,exp16_pic191,exp16_pic304,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic305.jpg,exp16_pic191,exp16_pic305,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic306.jpg,exp16_pic191,exp16_pic306,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic308.jpg,exp16_pic191,exp16_pic308,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic91.jpg,exp16_pic191,exp16_pic91,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic191.jpg,water_datasets/TUD-GV/images/exp16_pic93.jpg,exp16_pic191,exp16_pic93,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic198.jpg,exp16_pic193,exp16_pic198,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic214.jpg,exp16_pic193,exp16_pic214,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic216.jpg,exp16_pic193,exp16_pic216,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic240.jpg,exp16_pic193,exp16_pic240,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic265.jpg,exp16_pic193,exp16_pic265,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic267.jpg,exp16_pic193,exp16_pic267,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic269.jpg,exp16_pic193,exp16_pic269,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic273.jpg,exp16_pic193,exp16_pic273,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic278.jpg,exp16_pic193,exp16_pic278,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic279.jpg,exp16_pic193,exp16_pic279,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic280.jpg,exp16_pic193,exp16_pic280,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic281.jpg,exp16_pic193,exp16_pic281,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic282.jpg,exp16_pic193,exp16_pic282,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic284.jpg,exp16_pic193,exp16_pic284,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic293.jpg,exp16_pic193,exp16_pic293,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic303.jpg,exp16_pic193,exp16_pic303,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic304.jpg,exp16_pic193,exp16_pic304,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic305.jpg,exp16_pic193,exp16_pic305,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic306.jpg,exp16_pic193,exp16_pic306,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic308.jpg,exp16_pic193,exp16_pic308,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic91.jpg,exp16_pic193,exp16_pic91,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic193.jpg,water_datasets/TUD-GV/images/exp16_pic93.jpg,exp16_pic193,exp16_pic93,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic214.jpg,exp16_pic198,exp16_pic214,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic216.jpg,exp16_pic198,exp16_pic216,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic240.jpg,exp16_pic198,exp16_pic240,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic265.jpg,exp16_pic198,exp16_pic265,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic267.jpg,exp16_pic198,exp16_pic267,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic269.jpg,exp16_pic198,exp16_pic269,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic273.jpg,exp16_pic198,exp16_pic273,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic278.jpg,exp16_pic198,exp16_pic278,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic279.jpg,exp16_pic198,exp16_pic279,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic280.jpg,exp16_pic198,exp16_pic280,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic281.jpg,exp16_pic198,exp16_pic281,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic282.jpg,exp16_pic198,exp16_pic282,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic284.jpg,exp16_pic198,exp16_pic284,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic293.jpg,exp16_pic198,exp16_pic293,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic303.jpg,exp16_pic198,exp16_pic303,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic304.jpg,exp16_pic198,exp16_pic304,exp16,exp16,True
near_duplicate_dhash,0,water_datasets/TUD-GV/images/exp16_pic198.jpg,water_datasets/TUD-GV/images/exp16_pic305.jpg,exp16_pic198,exp16_pic305,exp16,exp16,True
