image,label,problem,original_value,action
water_datasets/TUD-GV/images/exp55_222.jpg,water_datasets/TUD-GV/labels_txt/exp55_222.txt,box_extends_past_frame,0 0.979167 0.954167 0.041667 0.091667 -> x1=0.958334 y1=0.908334 x2=1.000001 y2=1.000001,"recorded, box kept"
water_datasets/TUD-GV/images/exp55_251.jpg,water_datasets/TUD-GV/labels_txt/exp55_251.txt,box_extends_past_frame,0 0.777865 0.978704 0.035937 0.042593 -> x1=0.759896 y1=0.957407 x2=0.795834 y2=1.000001,"recorded, box kept"
water_datasets/TUD-GV/images/exp55_59.jpg,water_datasets/TUD-GV/labels_txt/exp55_59.txt,box_extends_past_frame,0 0.961719 0.197685 0.076563 0.15463 -> x1=0.923438 y1=0.120370 x2=1.000001 y2=0.275000,"recorded, box kept"
water_datasets/TUD-GV/images/exp55_61.jpg,water_datasets/TUD-GV/labels_txt/exp55_61.txt,box_extends_past_frame,0 0.970313 0.255556 0.059375 0.157407 -> x1=0.940626 y1=0.176853 x2=1.000001 y2=0.334259,"recorded, box kept"
water_datasets/TUD-GV/images/exp56_103.jpg,water_datasets/TUD-GV/labels_txt/exp56_103.txt,box_extends_past_frame,0 0.217188 0.966204 0.048958 0.067593 -> x1=0.192709 y1=0.932407 x2=0.241667 y2=1.000000,"recorded, box kept"
water_datasets/TUD-GV/images/exp56_291.jpg,water_datasets/TUD-GV/labels_txt/exp56_291.txt,box_extends_past_frame,0 0.374479 0.97963 0.027083 0.040741 -> x1=0.360938 y1=0.959260 x2=0.388020 y2=1.000001,"recorded, box kept"
water_datasets/TUD-GV/images/exp56_525.jpg,water_datasets/TUD-GV/labels_txt/exp56_525.txt,box_extends_past_frame,0 0.240365 0.978241 0.036979 0.043519 -> x1=0.221876 y1=0.956481 x2=0.258854 y2=1.000001,"recorded, box kept"
water_datasets/TUD-GV/images/exp56_564.jpg,water_datasets/TUD-GV/labels_txt/exp56_564.txt,box_extends_past_frame,0 0.201563 0.980556 0.023958 0.038889 -> x1=0.189584 y1=0.961112 x2=0.213542 y2=1.000001,"recorded, box kept"
water_datasets/TUD-GV/images/exp56_75.jpg,water_datasets/TUD-GV/labels_txt/exp56_75.txt,box_extends_past_frame,0 0.992188 0.101389 0.015625 0.049074 -> x1=0.984375 y1=0.076852 x2=1.000001 y2=0.125926,"recorded, box kept"
water_datasets/TUD-GV/images/exp9_170.jpg,water_datasets/TUD-GV/labels_txt/exp9_170.txt,box_extends_past_frame,0 0.985938 0.628241 0.028125 0.047222 -> x1=0.971876 y1=0.604630 x2=1.000001 y2=0.651852,"recorded, box kept"
